ejecutable;numElementos;tiempo
./quicksort;200000;0.0193512
./quicksort;300000;0.0293198
./quicksort;400000;0.0400066
./quicksort;500000;0.0491784
./insertionsort;100000;21.0789
./insertionsort;200000;83.9439
./insertionsort;300000;189.51
./insertionsort;400000;336.253
./insertionsort;500000;525.501
./sort;100000;0.0103969
./sort;200000;0.0218505
./sort;300000;0.0347498
./sort;400000;0.0454974
./sort;500000;0.0557085
./timsort;100000;0.0174843
./timsort;200000;0.0365857
./timsort;300000;0.0604848
./timsort;400000;0.0801254
./timsort;500000;0.096939
./mergesort;100000;0.0312551
./mergesort;200000;0.0636519
./mergesort;300000;0.0977536
./mergesort;400000;0.130772
./mergesort;500000;0.165692
./heapsort;100000;0.0330313
./heapsort;200000;0.0683498
./heapsort;300000;0.0883888
./heapsort;400000;0.119187
./heapsort;500000;0.184443
./quicksort;100000;0.00967135
./quicksort;200000;0.0198358
./quicksort;300000;0.0295458
./quicksort;400000;0.0394256
./quicksort;500000;0.0491876
./insertionsort;100000;21.073
./insertionsort;200000;84.1896
./insertionsort;300000;188.458
./insertionsort;400000;336.975
./insertionsort;500000;526.676
./sort;100000;0.0104047
./sort;200000;0.0213303
./sort;300000;0.0343704
./sort;400000;0.0450316
./sort;500000;0.0559324
./timsort;100000;0.01859
./timsort;200000;0.037053
./timsort;300000;0.0630175
./timsort;400000;0.0806019
./timsort;500000;0.101589
./mergesort;100000;0.0315492
./mergesort;200000;0.0644785
./mergesort;300000;0.105809
./mergesort;400000;0.130337
./mergesort;500000;0.165778
./heapsort;100000;0.0319444
./heapsort;200000;0.0694171
./heapsort;300000;0.0876199
./heapsort;400000;0.116656
./heapsort;500000;0.152738
./quicksort;100000;0.010118
./quicksort;200000;0.0195021
./quicksort;300000;0.0297934
./quicksort;400000;0.0399766
./quicksort;500000;0.0494521
./insertionsort;100000;21.2199
./insertionsort;200000;83.9664
./insertionsort;300000;189.84
./insertionsort;400000;336.854
./insertionsort;500000;526.582
./sort;100000;0.0102565
./sort;200000;0.0215042
./sort;300000;0.0338184
./sort;400000;0.046424
./sort;500000;0.0571504
./timsort;100000;0.0194204
./timsort;200000;0.0362481
./timsort;300000;0.0612131
./timsort;400000;0.0792164
./timsort;500000;0.10285
./mergesort;100000;0.0314946
./mergesort;200000;0.063552
./mergesort;300000;0.0973353
./mergesort;400000;0.12973
./mergesort;500000;0.164824
./heapsort;100000;0.0261491
./heapsort;200000;0.0603823
./heapsort;300000;0.0905403
./heapsort;400000;0.11921
./heapsort;500000;0.150181
./quicksort;100000;0.00986767
./quicksort;200000;0.0194484
./quicksort;300000;0.0299673
./quicksort;400000;0.0403239
./quicksort;500000;0.0494624
./insertionsort;100000;21.099
./insertionsort;200000;84.1372
./insertionsort;300000;189.731
./insertionsort;400000;336.735
./insertionsort;500000;526.384
./sort;100000;0.0106097
./sort;200000;0.0220152
./sort;300000;0.0338486
./sort;400000;0.0455339
./sort;500000;0.0572431
./timsort;100000;0.0178972
./timsort;200000;0.0372961
./timsort;300000;0.0589307
./timsort;400000;0.0827303
./timsort;500000;0.126752
./mergesort;100000;0.031644
./mergesort;200000;0.0642716
./mergesort;300000;0.0980765
./mergesort;400000;0.130963
./mergesort;500000;0.16705
./heapsort;100000;0.0276413
./heapsort;200000;0.056678
./heapsort;300000;0.087608
./heapsort;400000;0.116705
./heapsort;500000;0.150044
./quicksort;100000;0.00964117
./quicksort;200000;0.0193357
./quicksort;300000;0.0294307
./quicksort;400000;0.0396544
./quicksort;500000;0.049142
./insertionsort;100000;21.0363
./insertionsort;200000;84.2284
./insertionsort;300000;189.716
./insertionsort;400000;337.122
./insertionsort;500000;526.256
./sort;100000;0.0102889
./sort;200000;0.0217183
./sort;300000;0.0341045
./sort;400000;0.0455817
./sort;500000;0.055577
./timsort;100000;0.0182868
./timsort;200000;0.0368401
./timsort;300000;0.0567914
./timsort;400000;0.0841462
./timsort;500000;0.0951582
./mergesort;100000;0.0317333
./mergesort;200000;0.0643144
./mergesort;300000;0.0977163
./mergesort;400000;0.130786
./mergesort;500000;0.164779
./heapsort;100000;0.0262563
./heapsort;200000;0.0549634
./heapsort;300000;0.0874961
./heapsort;400000;0.119438
./heapsort;500000;0.14964
./quicksort;100000;0.00991273
./quicksort;200000;0.0194135
./quicksort;300000;0.0298932
./quicksort;400000;0.0405205
./quicksort;500000;0.0498913
./insertionsort;100000;21.0829
./insertionsort;200000;84.2797
./insertionsort;300000;189.515
./insertionsort;400000;336.85
./insertionsort;500000;526.631
./sort;100000;0.0102778
./sort;200000;0.0217283
./sort;300000;0.0344024
./sort;400000;0.0464561
./sort;500000;0.0562447
./timsort;100000;0.0175702
./timsort;200000;0.0385544
./timsort;300000;0.0582459
./timsort;400000;0.0799644
./timsort;500000;0.102526
./mergesort;100000;0.0316348
./mergesort;200000;0.0637308
./mergesort;300000;0.0980219
./mergesort;400000;0.131437
./mergesort;500000;0.165317
./heapsort;100000;0.0323623
./heapsort;200000;0.0557326
./heapsort;300000;0.107986
./heapsort;400000;0.140096
./heapsort;500000;0.149105
./quicksort;100000;0.00998592
./quicksort;200000;0.01945
./quicksort;300000;0.0295304
./quicksort;400000;0.039708
./quicksort;500000;0.0492112
./insertionsort;100000;20.9305
./insertionsort;200000;84.1048
./insertionsort;300000;189.759
./insertionsort;400000;337.079
./insertionsort;500000;526.984
./sort;100000;0.0102407
./sort;200000;0.0214776
./sort;300000;0.0338668
./sort;400000;0.0454209
./sort;500000;0.0562151
./timsort;100000;0.017577
./timsort;200000;0.037256
./timsort;300000;0.0914095
./timsort;400000;0.0824677
./timsort;500000;0.0981863
./mergesort;100000;0.0320047
./mergesort;200000;0.0644708
./mergesort;300000;0.0979862
./mergesort;400000;0.131096
./mergesort;500000;0.165518
./heapsort;100000;0.0272563
./heapsort;200000;0.0741252
./heapsort;300000;0.106612
./heapsort;400000;0.123582
./heapsort;500000;0.158897
./quicksort;100000;0.00977537
./quicksort;200000;0.0191899
./quicksort;300000;0.0292513
./quicksort;400000;0.039798
./quicksort;500000;0.0498206
./insertionsort;100000;21.0967
./insertionsort;200000;84.1467
./insertionsort;300000;189.403
./insertionsort;400000;336.815
./insertionsort;500000;526.136
./sort;100000;0.0102578
./sort;200000;0.0213861
./sort;300000;0.0342928
./sort;400000;0.0455674
./sort;500000;0.0562763
./timsort;100000;0.018477
./timsort;200000;0.0380705
./timsort;300000;0.0625431
./timsort;400000;0.0804437
./timsort;500000;0.100015
./mergesort;100000;0.031918
./mergesort;200000;0.0646357
./mergesort;300000;0.0978089
./mergesort;400000;0.130779
./mergesort;500000;0.209923
./heapsort;100000;0.0266648
./heapsort;200000;0.0566549
./heapsort;300000;0.0872123
./heapsort;400000;0.117731
./heapsort;500000;0.162892
./quicksort;100000;0.00980034
./quicksort;200000;0.0194713
./quicksort;300000;0.0297981
./quicksort;400000;0.0400173
./quicksort;500000;0.0496973
./insertionsort;100000;21.0669
